City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,ereymentau,51.6199,73.1033,-16.66,96,100,0.57,KZ,1675828679
366,iquitos,-3.7481,-73.2472,25.02,88,75,2.06,PE,1675828680
367,idenao,4.2475,9.0047,25.19,88,87,0.71,CM,1675828438
368,esik,43.3552,77.4525,-7.32,67,99,3.23,KZ,1675828680
369,mogadishu,2.0371,45.3438,24.69,83,18,6.84,SO,1675828405
370,whyalla,-33.0333,137.5833,29.86,31,0,4.28,AU,1675828647
371,linhares,-19.3911,-40.0722,23.01,94,88,0.88,BR,1675828681
372,lar,26.2039,83.9717,20.5,53,0,2.28,IN,1675828681
373,kavaratti,10.5669,72.642,26.69,71,93,5.59,IN,1675828564
374,pacific grove,36.6177,-121.9166,10.92,87,0,1.54,US,1675828440
375,havre-saint-pierre,50.2334,-63.5986,-6.0,79,100,5.66,CA,1675828682
376,dargaville,-35.9333,173.8833,21.75,62,27,4.16,NZ,1675828682
377,touros,-5.1989,-35.4608,25.09,75,100,5.39,BR,1675828638
378,port macquarie,-31.4333,152.9167,25.1,59,66,4.18,AU,1675828683
379,port augusta,-32.5,137.7667,35.66,13,0,5.85,AU,1675828683
380,kirillov,59.863,38.3813,-6.42,93,100,3.71,RU,1675828684
381,kudahuvadhoo,2.6708,72.8944,26.93,71,22,2.86,MV,1675828684
382,rocha,-34.4833,-54.3333,21.32,77,45,3.6,UY,1675828684
383,vao,-22.6667,167.4833,26.8,71,41,6.2,NC,1675828685
384,kangasala,61.4638,24.076,1.19,100,100,1.08,FI,1675828685
385,amalapuram,16.5833,82.0167,26.87,57,97,0.75,IN,1675828686
386,sembakung,3.8167,117.25,22.62,97,100,0.45,ID,1675828686
387,san miguelito,9.0333,-79.5,26.61,75,20,5.14,PA,1675828686
388,kindu,-2.95,25.95,20.57,98,96,0.83,CD,1675828687
389,sao miguel do araguaia,-13.275,-50.1628,22.57,90,74,0.8,BR,1675828687
390,andenes,69.3143,16.1194,4.96,75,75,14.92,NO,1675828687
391,pauini,-7.7136,-66.9764,22.63,93,99,0.47,BR,1675828688
392,tabuk,17.4189,121.4443,27.26,75,74,1.35,PH,1675828688
393,oeiras,-7.0253,-42.1311,22.44,83,95,0.98,BR,1675828688
394,sterling,39.0062,-77.4286,10.57,66,75,1.79,US,1675828448
395,codrington,-38.2667,141.9667,19.23,59,63,6.44,AU,1675828689
396,tooele,40.5308,-112.2983,-1.12,74,0,3.6,US,1675828689
397,feijo,-8.1642,-70.3536,21.6,99,71,0.73,BR,1675828689
398,chingola,-12.529,27.8838,15.95,99,100,2.01,ZM,1675828690
399,jidong,45.2167,131.0833,-8.4,72,88,2.49,CN,1675828690
400,rupert,42.6191,-113.6772,-1.03,93,0,0.0,US,1675828690
401,nalut,30.3333,10.85,13.56,42,97,4.69,LY,1675828691
402,hami,42.8,93.45,1.37,77,100,2.26,CN,1675828691
403,beipiao,41.7919,120.7792,2.16,14,1,3.85,CN,1675828691
404,aasiaat,68.7098,-52.8699,-30.8,97,99,1.77,GL,1675828692
405,bambous virieux,-20.3428,57.7575,26.23,83,40,5.14,MU,1675828465
406,kigorobya,1.6162,31.3089,21.66,42,61,1.57,UG,1675828692
407,charters towers,-20.1,146.2667,32.84,40,98,4.8,AU,1675828693
408,witu,-2.3889,40.4382,25.09,94,52,1.73,KE,1675828693
409,commerce,34.0006,-118.1598,17.53,50,0,0.0,US,1675828693
410,nabire,-3.3667,135.4833,27.57,72,100,1.24,ID,1675828694
411,kalabo,-14.97,22.6814,17.52,98,100,2.32,ZM,1675828694
412,rosetta,31.4044,30.4164,12.4,65,100,8.4,EG,1675828568
413,takaka,-40.85,172.8,21.98,38,0,2.99,NZ,1675828695
414,humen,22.819,113.6731,20.95,65,30,2.75,CN,1675828695
415,pingliang,35.5392,106.6861,1.33,96,100,2.5,CN,1675828695
416,sao joao da barra,-21.6403,-41.0511,23.14,94,100,1.57,BR,1675828525
417,gladstone,-23.85,151.25,29.96,51,100,9.77,AU,1675828696
418,pangody,65.85,74.4859,-19.93,94,86,5.88,RU,1675828696
419,chapais,49.7834,-74.8492,-5.12,95,100,4.19,CA,1675828697
420,hvolsvollur,63.7533,-20.2243,-3.06,76,100,11.55,IS,1675828697
421,chatra,24.2167,84.8667,23.13,29,0,3.54,IN,1675828697
422,kempele,64.9131,25.5034,-2.99,100,100,2.57,FI,1675828698
423,korla,41.7597,86.1469,0.52,77,13,1.83,CN,1675828698
424,rudsar,37.1376,50.288,8.99,89,91,2.97,IR,1675828698
425,jasper,37.2001,-94.3502,6.03,83,40,0.0,US,1675828449
426,antanifotsy,-19.65,47.3167,14.9,92,96,1.7,MG,1675828699
427,finnsnes,69.2296,17.9811,4.34,71,100,14.84,NO,1675828699
428,sobolevo,54.4299,31.8996,-15.37,99,66,2.05,RU,1675828615
429,hakkari,37.5833,44.1667,-9.19,98,100,0.95,TR,1675828700
430,itacoatiara,-3.1431,-58.4442,23.18,96,100,0.85,BR,1675828700
431,ranfurly,-45.1333,170.1,18.95,36,96,7.86,NZ,1675828651
432,raga,8.4596,25.678,19.63,21,8,3.18,SS,1675828701
433,walvis bay,-22.9575,14.5053,18.94,88,43,1.54,NA,1675828701
434,muroto,33.2833,134.15,13.34,54,7,2.94,JP,1675828702
435,matagami,49.7502,-77.6328,-9.94,79,100,11.32,CA,1675828702
436,umm lajj,25.0213,37.2685,16.26,56,96,4.64,SA,1675828702
437,kaseda,31.4167,130.3167,14.78,50,31,6.37,JP,1675828456
438,tres lagoas,-20.7511,-51.6783,21.22,86,94,0.81,BR,1675828703
439,chernyshevskiy,63.0128,112.4714,-29.51,95,100,0.33,RU,1675828703
440,bell ville,-32.6259,-62.6887,24.6,31,0,3.38,AR,1675828704
441,xichang,27.8964,102.2634,14.24,44,1,1.63,CN,1675828704
442,kirkuk,35.4681,44.3922,6.0,78,99,2.16,IQ,1675828704
443,cockburn town,21.4612,-71.1419,25.48,74,1,10.41,TC,1675828687
444,almaznyy,48.0448,40.045,-10.4,88,12,7.9,RU,1675828705
445,tullahoma,35.362,-86.2094,14.81,73,100,0.0,US,1675828543
446,jamame,0.0722,42.7506,24.46,82,15,4.92,SO,1675828705
447,port hardy,50.6996,-127.4199,4.1,93,75,2.57,CA,1675828706
448,casambalangan,18.3765,122.1274,25.93,74,76,5.16,PH,1675828706
449,meadow lake,34.8014,-106.5436,1.48,79,99,1.22,US,1675828543
450,methoni,36.8197,21.7049,5.68,60,100,4.02,GR,1675828706
451,pimentel,-6.8367,-79.9342,24.16,78,0,7.2,PE,1675828707
452,igarka,67.4667,86.5833,-23.72,100,95,1.18,RU,1675828707
453,alta floresta,-9.8756,-56.0861,21.61,97,97,0.86,BR,1675828708
454,kozhevnikovo,56.2589,83.9714,-14.65,95,98,2.78,RU,1675828708
455,urdoma,61.7533,48.5442,-5.25,93,100,4.05,RU,1675828709
456,amuntai,-2.4177,115.2494,32.66,53,88,0.97,ID,1675828709
457,torbay,47.6666,-52.7314,-3.12,86,75,10.8,CA,1675828590
458,mayumba,-3.432,10.6554,24.73,88,95,1.58,GA,1675828709
459,taseyevo,57.2169,94.8978,-7.09,92,100,2.77,RU,1675828710
460,woodward,36.4337,-99.3904,4.57,52,0,2.06,US,1675828710
461,montes claros,-16.735,-43.8617,23.88,73,0,0.0,BR,1675828711
462,krasnyy oktyabr,56.1167,38.8833,-14.01,95,78,2.57,RU,1675828711
463,asau,46.4333,26.4,-5.49,96,98,2.27,RO,1675828711
464,barranca,-10.75,-77.7667,22.64,81,30,2.04,PE,1675828712
465,neiafu,-18.65,-173.9833,28.38,83,75,2.57,TO,1675828712
466,baisha,26.5222,110.9311,9.31,93,100,0.34,CN,1675828712
467,hornepayne,49.2138,-84.7705,-18.56,100,78,1.58,CA,1675828713
468,garissa,-0.4536,39.6401,23.54,83,9,2.17,KE,1675828713
469,saint-joseph,-21.3667,55.6167,27.21,78,80,5.73,RE,1675828713
470,takhtamygda,54.1,123.5667,-17.27,77,82,1.05,RU,1675828714
471,abu samrah,35.3029,37.1841,2.01,79,54,1.68,SY,1675828516
472,medicine hat,50.0501,-110.6683,3.25,74,100,4.63,CA,1675828714
473,djougou,9.7085,1.666,23.6,22,75,1.87,BJ,1675828715
474,pindamonhangaba,-22.9239,-45.4617,21.14,94,75,0.51,BR,1675828715
475,martapura,-3.4167,114.85,30.05,70,40,2.57,ID,1675828715
476,linxia,35.6003,103.2064,-0.67,77,100,1.93,CN,1675828716
477,bubaque,11.2833,-15.8333,24.01,63,5,5.73,GW,1675828716
478,candelaria,13.9311,121.4233,27.99,65,100,4.05,PH,1675828717
479,bandarbeyla,9.4942,50.8122,25.23,71,99,5.85,SO,1675828717
480,varde,55.6211,8.4807,3.32,97,64,3.09,DK,1675828717
481,porto santo,33.072,-16.3415,14.21,77,40,6.69,PT,1675828718
482,baijiantan,45.6333,85.1833,-9.1,91,81,0.68,CN,1675828718
483,nurota,40.5614,65.6886,9.71,43,100,2.76,UZ,1675828718
484,bairiki,1.3292,172.9752,30.0,62,20,7.2,KI,1675828719
485,bansi,27.1833,82.9333,19.16,52,0,1.84,IN,1675828719
486,sao jose da coroa grande,-8.8978,-35.1478,24.59,74,98,2.0,BR,1675828719
487,sibu,2.3,111.8167,29.17,79,40,2.06,MY,1675828720
488,varnavino,57.4035,45.0916,-11.82,92,98,3.86,RU,1675828720
489,pimenta bueno,-11.6725,-61.1936,21.71,97,86,0.47,BR,1675828684
490,vanimo,-2.6741,141.3028,25.43,94,100,4.05,PG,1675828721
491,payakumbuh,-0.2202,100.6308,28.74,44,99,1.12,ID,1675828721
492,anloga,5.7947,0.8973,26.7,81,29,4.76,GH,1675828721
493,baturaja,-4.1333,104.1667,31.44,58,73,1.66,ID,1675828722
494,lahaina,20.8783,-156.6825,25.58,88,21,6.04,US,1675828722
495,ballina,-28.8667,153.5667,27.79,66,91,4.45,AU,1675828722
496,kulu,39.0951,33.0799,-10.89,84,83,4.12,TR,1675828723
497,praia,14.9215,-23.5087,19.3,63,75,8.23,CV,1675828723
498,behbahan,30.5959,50.2417,10.49,61,1,1.75,IR,1675828723
499,dzilam gonzalez,21.2833,-88.9333,22.95,81,2,2.99,MX,1675828724
500,xuddur,4.1213,43.8894,20.39,78,2,6.84,SO,1675828724
501,nadym,65.5333,72.5167,-17.54,89,100,7.69,RU,1675828725
502,petropavlovsk-kamchatskiy,53.0452,158.6483,-7.67,42,20,2.0,RU,1675828725
503,puerto escondido,15.85,-97.0667,24.8,70,1,2.81,MX,1675828725
504,kirakira,-10.4544,161.9205,27.81,84,100,4.15,SB,1675828726
505,suhum,6.0409,-0.45,23.42,95,73,1.1,GH,1675828726
506,general roca,-39.0333,-67.5833,24.23,23,1,6.63,AR,1675828726
507,cayenne,4.9333,-52.3333,25.02,94,75,1.03,GF,1675828727
508,camaqua,-30.8511,-51.8122,19.75,90,0,1.81,BR,1675828727
509,kapit,2.0167,112.9333,33.06,51,81,0.26,MY,1675828727
510,hualmay,-11.0964,-77.6139,22.39,86,26,2.44,PE,1675828728
511,anisoc,1.8658,10.7689,20.8,99,64,0.59,GQ,1675828728
512,bam,29.106,58.357,16.35,47,34,2.86,IR,1675828729
513,balclutha,-46.2339,169.75,15.07,47,17,4.66,NZ,1675828729
514,monzon,41.9108,0.1941,5.98,87,87,3.03,ES,1675828729
515,nouakchott,18.0858,-15.9785,17.96,32,94,6.49,MR,1675828730
516,ndele,8.4109,20.6473,21.45,16,97,3.31,CF,1675828730
517,tromso,69.6496,18.957,5.01,56,100,12.35,NO,1675828730
518,oistins,13.0667,-59.5333,24.05,88,40,5.14,BB,1675828731
519,waitati,-45.75,170.5667,17.09,44,78,6.82,NZ,1675828731
520,qaqortoq,60.7167,-46.0333,-25.44,68,10,3.76,GL,1675828732
521,dese,11.1333,39.6333,8.27,40,4,0.38,ET,1675828732
522,naze,28.3667,129.4833,18.51,65,86,6.54,JP,1675828522
523,karratha,-20.7377,116.8463,35.55,37,35,6.21,AU,1675828732
524,klyuchi,52.2667,79.1667,-17.97,98,95,1.57,RU,1675828733
525,vikhorevka,56.1201,101.1636,-16.23,93,100,1.38,RU,1675828733
526,ketchikan,55.3422,-131.6461,3.26,87,100,3.09,US,1675828461
527,torbat-e jam,35.244,60.6225,8.69,76,48,1.66,IR,1675828733
528,changli,39.7042,119.1506,3.09,33,0,1.41,CN,1675828734
529,stabat,3.761,98.4513,28.11,65,89,1.88,ID,1675828734
530,kaduy,59.2,37.15,-5.17,92,100,4.01,RU,1675828734
531,tarko-sale,64.9225,77.785,-25.06,100,97,3.56,RU,1675828735
532,banda aceh,5.5577,95.3222,28.14,71,99,5.0,ID,1675828735
533,celestun,20.8667,-90.4,25.26,71,17,6.7,MX,1675828736
534,vostok,46.4856,135.8833,-15.81,79,52,6.08,RU,1675828736
535,bitung,1.4451,125.1824,24.47,84,100,2.91,ID,1675828736
536,alice springs,-23.7,133.8833,34.75,31,40,6.69,AU,1675828737
537,isfana,39.8386,69.5306,-0.69,41,100,4.17,KG,1675828737
538,zhigansk,66.7697,123.3711,-42.73,97,100,2.98,RU,1675828737
539,itoman,26.1247,127.6694,23.01,70,20,7.72,JP,1675828492
540,pointe-noire,-4.7761,11.8635,26.04,94,20,1.03,CG,1675828738
541,manta,-0.95,-80.7333,26.88,69,75,2.06,EC,1675828738
542,castelo do piaui,-5.3222,-41.5525,21.15,97,100,0.86,BR,1675828739
543,alot,23.7667,75.55,20.23,26,0,2.47,IN,1675828739
544,dodge city,37.7528,-100.0171,3.45,49,98,1.81,US,1675828739
545,kizema,61.113,44.8302,-4.52,94,100,3.88,RU,1675828740
546,slyudyanka,51.6594,103.7061,-6.74,72,11,1.58,RU,1675828740
547,tam ky,15.5667,108.4833,27.75,70,60,2.91,VN,1675828740
548,ambanja,-13.6833,48.45,23.96,90,100,1.23,MG,1675828741
549,arti,56.4234,58.5328,-25.63,100,100,1.32,RU,1675828741
550,ponta delgada,37.7333,-25.6667,12.4,87,75,5.14,PT,1675828715
551,constitucion,-35.3333,-72.4167,15.73,66,0,4.1,CL,1675828718
